country,cncode,year,region,incomegr,dbacba,llgdp,cbagdp,dbagdp,ofagdp,pcrdbgdp,pcrdbofgdp,bdgdp,fdgdp,bcbd,ll_usd,overhead,netintmargin,concentration,roa,roe,costinc,zscore,inslife,insnonlife,stmktcap,stvaltraded,stturnover,listco_pc,prbond,pubond,intldebt,intldebtnet,nrbloan,offdep,remit
Japan,JPN,1977,High-income OECD members,High-income OECD members,97.70,125.84,3.87,149.00,10.00,113.83,122.81,118.65,118.65,94.02,2932467.00,,,,,,,,,,,,,,,,,,,,0.01
Japan,JPN,1978,High-income OECD members,High-income OECD members,97.48,129.72,3.80,153.23,10.12,112.72,121.57,122.41,122.41,90.32,3795217.00,,,,,,,,,,,,,,,,,,,,0.01
Japan,JPN,1979,High-income OECD members,High-income OECD members,97.64,133.77,3.95,157.90,10.32,113.06,121.88,126.42,126.42,88.59,3022539.00,,,,,,,,,,,,,,,,,,,,0.02
Japan,JPN,1980,High-income OECD members,High-income OECD members,97.61,137.94,3.99,164.01,10.99,115.71,125.06,130.83,130.83,88.30,3481705.00,,,,,,,,,,,,,,,,,,,,0.01
Japan,JPN,1981,High-income OECD members,High-income OECD members,97.19,140.80,4.48,167.41,11.57,117.09,126.97,133.96,133.96,86.57,3297758.00,,,,,,,,,,,,,,,,,,,,0.02
Japan,JPN,1982,High-income OECD members,High-income OECD members,97.19,147.76,5.07,175.42,12.30,121.85,132.23,140.84,140.84,86.46,3246932.00,,,,,,,,,,,,,,,,,,,,0.02
Japan,JPN,1983,High-income OECD members,High-income OECD members,97.45,154.76,5.08,185.04,13.03,127.28,138.06,147.77,147.77,85.84,3434608.00,,,,,,,,,,,,,,,,,,,,0.01
Japan,JPN,1984,High-income OECD members,High-income OECD members,97.65,157.73,4.75,189.65,13.34,129.57,140.42,150.76,150.76,86.04,3295632.00,,,,,,,,,,,,,,,,,,,,0.02
Japan,JPN,1985,High-income OECD members,High-income OECD members,98.09,158.89,4.16,192.05,13.45,131.13,141.97,151.98,151.98,86.51,4325146.00,,,,,,,,,,,,,,,,,,,,
Japan,JPN,1986,High-income OECD members,High-income OECD members,98.46,165.26,3.50,200.65,14.10,136.90,148.04,158.06,158.06,86.71,5884610.00,,,,,,,,,,,,,,,,,,,,
Japan,JPN,1987,High-income OECD members,High-income OECD members,98.48,173.91,3.29,212.39,15.54,147.84,160.22,166.26,166.26,90.96,7946125.00,,,,,,,,,,,,,,,,,,,,
Japan,JPN,1988,High-income OECD members,High-income OECD members,98.64,176.28,3.16,217.27,17.09,155.57,169.68,168.50,168.50,93.60,8145914.00,,,,,,,,,,,,,1604.23,,,,,,,
Japan,JPN,1989,High-income OECD members,High-income OECD members,98.64,180.77,3.06,222.35,18.92,161.95,178.07,172.54,172.54,94.10,7579836.00,,,,,,,,,,133.37,86.71,69.60,1639.92,,,,,,,
Japan,JPN,1990,High-income OECD members,High-income OECD members,97.97,182.04,3.85,222.32,20.64,165.26,183.41,173.78,173.78,96.06,8147059.00,,,,,,,,,1.22,115.22,69.37,44.81,1676.42,38.48,43.54,,,,,
Japan,JPN,1991,High-income OECD members,High-income OECD members,98.61,182.54,3.87,222.84,22.30,167.70,187.64,174.61,174.61,96.03,8956599.00,,,,,,,,,1.21,89.02,38.74,31.63,1700.28,40.86,44.58,,,,,0.01
Japan,JPN,1992,High-income OECD members,High-income OECD members,98.35,185.53,3.53,228.41,24.05,171.60,192.71,177.72,177.72,97.06,9022951.00,,,,,,,,,1.78,74.55,22.06,22.12,1704.92,40.73,43.18,,,,,0.02
Japan,JPN,1993,High-income OECD members,High-income OECD members,98.21,191.82,4.14,236.36,26.10,175.84,198.01,183.75,183.75,94.37,10200000.00,,,,,,,,6.27,1.88,65.17,19.06,33.17,1730.42,41.12,43.27,,-0.05,,,0.02
Japan,JPN,1994,High-income OECD members,High-income OECD members,98.22,197.74,4.38,240.81,28.02,176.82,199.67,189.34,189.34,92.44,11600000.00,,,,,,,,6.14,1.84,72.13,22.31,32.05,1764.55,42.51,46.08,7.36,-0.09,,,0.02
Japan,JPN,1995,High-income OECD members,High-income OECD members,98.03,203.08,4.69,245.03,29.69,177.41,200.07,194.19,194.19,90.32,11500000.00,,,,,,,,6.12,1.87,72.26,22.97,31.95,1804.06,41.92,47.28,6.76,0.04,18.54,0.28,0.02
Japan,JPN,1996,High-income OECD members,High-income OECD members,97.63,207.11,5.51,248.08,30.92,177.12,199.90,197.62,197.62,88.95,10200000.00,,,,,,,,5.72,1.91,66.55,24.63,39.97,1855.90,41.85,48.23,6.73,0.07,19.02,0.41,0.03
Japan,JPN,1997,High-income OECD members,High-income OECD members,97.14,213.39,6.17,231.40,42.70,182.81,207.59,203.65,203.65,90.56,9463318.00,,,,,,,,5.78,1.82,58.15,27.64,49.78,1893.08,43.25,51.59,7.16,-0.22,19.43,0.47,0.03
Japan,JPN,1998,High-income OECD members,High-income OECD members,94.47,226.57,9.83,222.15,56.35,194.93,222.51,216.01,216.01,89.93,10800000.00,,,31.76,,,59.77,,5.54,1.73,58.05,26.91,41.74,1911.24,47.84,63.14,7.75,-0.04,18.95,0.54,0.03
Japan,JPN,1999,High-income OECD members,High-income OECD members,94.90,236.47,12.95,230.73,61.25,198.05,228.03,224.99,224.99,86.19,12200000.00,1.05,1.49,32.23,0.09,2.83,61.96,12.66,5.36,1.71,83.65,33.16,49.88,1950.26,52.54,77.99,7.88,-0.17,12.27,0.45,0.03
Japan,JPN,2000,High-income OECD members,High-income OECD members,95.70,239.20,11.48,233.20,63.20,192.63,222.34,227.00,227.00,83.55,10700000.00,0.86,1.23,34.96,-0.07,-0.89,58.20,11.54,5.27,1.66,84.11,49.14,67.69,2018.60,48.14,79.16,6.77,-0.13,10.31,0.54,0.03
Japan,JPN,2001,High-income OECD members,High-income OECD members,90.80,220.13,13.11,195.41,173.91,151.75,205.41,208.57,208.57,59.65,7462002.00,0.85,1.27,38.54,-0.69,-15.47,55.51,8.53,5.16,1.61,60.67,50.61,72.37,1943.39,44.42,82.23,6.11,-0.02,10.70,0.69,0.05
Japan,JPN,2002,High-income OECD members,High-income OECD members,89.81,201.08,16.30,151.94,287.80,108.70,185.92,190.22,190.22,54.66,8102385.00,1.02,1.45,36.54,-0.76,-20.76,53.91,6.58,5.10,1.66,54.10,41.97,73.06,2399.47,45.45,101.24,6.24,-0.26,12.46,0.74,0.05
Japan,JPN,2003,High-income OECD members,High-income OECD members,89.06,202.41,17.86,151.03,289.71,102.10,178.35,191.40,191.40,52.04,8903399.00,0.98,1.39,36.97,-0.15,-1.24,54.19,9.40,5.20,1.63,62.05,46.19,85.13,2439.75,46.06,124.85,6.31,0.17,11.78,0.53,0.03
Japan,JPN,2004,High-income OECD members,High-income OECD members,88.77,201.57,18.92,151.76,285.29,97.81,173.61,190.63,190.63,50.58,8957286.00,0.86,1.23,37.19,0.06,1.12,52.64,10.88,5.35,1.60,74.55,63.04,98.84,2520.33,44.61,140.63,6.36,-0.04,13.49,1.14,0.02
Japan,JPN,2005,High-income OECD members,High-income OECD members,88.78,202.21,19.52,154.39,287.17,98.24,176.25,191.09,191.09,52.23,7644565.00,0.80,1.14,40.02,0.50,10.53,53.43,13.90,5.62,1.58,91.25,91.45,119.79,2566.27,40.98,145.53,6.24,-0.06,11.44,0.95,0.02
Japan,JPN,2006,High-income OECD members,High-income OECD members,90.76,201.60,17.92,157.08,286.32,99.61,180.16,190.07,190.07,52.59,7393734.00,0.88,1.20,38.27,0.44,8.28,55.23,14.74,5.47,1.56,105.95,126.32,135.45,2631.58,38.31,149.55,6.72,0.22,11.41,1.50,0.03
Japan,JPN,2007,High-income OECD members,High-income OECD members,91.68,199.34,14.89,154.58,270.77,97.92,174.71,187.01,187.01,52.13,7484933.00,0.92,1.25,44.96,0.28,5.72,57.27,11.95,6.60,1.50,104.49,145.14,142.74,3008.51,38.36,158.16,7.83,0.24,11.98,1.67,0.03
Japan,JPN,2008,High-income OECD members,High-income OECD members,92.69,206.80,13.73,162.17,258.55,101.79,172.24,194.52,194.52,52.53,9393973.00,0.85,1.13,44.74,-0.13,-3.28,62.08,9.29,6.79,1.47,86.09,137.82,140.84,2583.32,40.33,178.97,8.51,-0.08,11.32,1.16,0.04
Japan,JPN,2009,High-income OECD members,High-income OECD members,91.92,212.59,14.75,176.73,257.96,106.96,179.33,208.23,208.23,50.25,8537414.00,0.85,1.12,44.19,0.22,5.15,62.81,12.76,7.23,1.53,68.77,105.80,121.08,2514.94,39.74,195.56,8.38,-0.07,11.86,0.97,0.03
Japan,JPN,2010,High-income OECD members,High-income OECD members,91.73,204.83,15.84,177.90,250.31,103.00,177.18,207.95,207.95,48.83,9698948.00,0.85,1.12,43.54,0.26,6.24,60.55,12.84,7.14,1.48,70.23,79.79,110.91,2787.75,37.34,200.08,7.71,-0.03,13.25,0.86,0.03
Japan,JPN,2011,High-income OECD members,High-income OECD members,90.35,215.76,18.57,188.31,249.92,105.21,177.65,219.33,219.33,47.13,10100000.00,0.79,1.02,43.90,0.28,5.63,61.60,13.26,,1.56,68.58,75.55,102.88,3098.96,37.19,218.85,7.49,-0.04,13.55,1.06,0.04
Kazakhstan,KAZ,1960,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1961,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1962,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1963,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1964,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1965,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1966,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1967,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1968,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1969,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1970,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1971,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1972,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1973,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1974,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1975,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1976,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1977,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1978,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1979,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1980,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1981,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1982,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1983,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1984,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1985,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1986,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1987,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1988,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1989,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1990,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1991,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1992,Europe and Central Asia,Upper-middle-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1993,Europe and Central Asia,Upper-middle-income economies,88.68,,,,,,,,,255.86,1550.50,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1994,Europe and Central Asia,Upper-middle-income economies,84.26,8.53,2.41,16.09,,15.72,15.72,5.56,5.56,340.49,1187.11,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,1995,Europe and Central Asia,Upper-middle-income economies,65.95,8.18,2.94,10.30,,10.07,10.07,4.67,4.67,112.60,2045.25,,,,,,,,,,,,,,,,,,4.02,9.20,0.57
Kazakhstan,KAZ,1996,Europe and Central Asia,Upper-middle-income economies,59.09,9.66,3.60,6.05,,5.54,5.54,5.17,5.17,100.71,2087.21,,,,,,,,,,,,,,,,,0.95,3.68,11.11,0.42
Kazakhstan,KAZ,1997,Europe and Central Asia,Upper-middle-income economies,58.86,9.80,4.19,6.02,,4.97,4.97,4.78,4.78,107.24,2470.15,,,,,,,,0.01,0.20,,,,19.56,,,4.61,1.58,3.50,32.74,0.27
Kazakhstan,KAZ,1998,Europe and Central Asia,Upper-middle-income economies,56.60,9.91,5.32,7.25,,5.81,5.81,4.91,4.91,129.92,1881.90,,,54.13,,,64.83,,0.00,0.25,7.17,0.06,1.63,119.43,,,5.84,,3.73,24.31,0.33
Kazakhstan,KAZ,1999,Europe and Central Asia,Upper-middle-income economies,60.75,10.33,5.39,7.71,,6.34,6.34,6.01,6.01,91.72,2048.88,8.27,5.73,47.29,3.67,13.08,67.42,1.65,0.00,0.29,10.10,0.11,1.13,113.88,,,6.80,0.59,5.28,55.31,0.38
Kazakhstan,KAZ,2000,Europe and Central Asia,Upper-middle-income economies,88.85,12.88,3.28,10.26,,8.46,8.46,8.69,8.69,100.95,2747.51,8.37,8.93,72.98,3.76,21.69,60.78,1.20,0.00,0.32,8.98,0.28,5.40,154.53,,,8.17,,2.72,24.08,0.67
Kazakhstan,KAZ,2001,Europe and Central Asia,Upper-middle-income economies,96.42,15.09,1.07,15.15,,12.70,12.70,11.22,11.22,122.02,3649.27,5.04,6.58,73.84,3.14,20.81,47.16,1.11,0.00,0.42,5.69,0.37,6.03,208.64,,,8.33,,3.58,17.12,0.77
Kazakhstan,KAZ,2002,Europe and Central Asia,Upper-middle-income economies,97.24,18.04,0.65,20.18,,17.11,17.11,13.86,13.86,124.55,4503.96,4.51,5.97,65.61,3.13,22.94,45.75,0.99,0.01,0.64,5.04,0.42,11.11,329.77,,,8.05,-0.81,4.02,8.26,0.83
Kazakhstan,KAZ,2003,Europe and Central Asia,Upper-middle-income economies,99.45,18.83,0.34,21.87,,18.96,18.96,14.36,14.36,138.08,6361.40,3.97,4.93,49.55,1.80,13.60,53.86,0.96,0.01,0.53,6.09,0.64,13.85,268.29,,,8.29,,7.88,6.98,0.48
Kazakhstan,KAZ,2004,Europe and Central Asia,Upper-middle-income economies,99.25,21.94,0.16,24.01,,21.58,21.58,15.77,15.77,135.94,11497.62,4.66,6.39,46.99,2.26,16.84,52.80,0.96,0.01,0.54,7.58,1.42,29.54,353.03,,,10.56,4.58,7.33,9.39,0.38
Kazakhstan,KAZ,2005,Europe and Central Asia,Upper-middle-income economies,99.20,24.09,0.23,29.60,,27.58,27.58,18.03,18.03,165.62,13629.44,2.96,4.54,60.75,2.38,20.53,46.67,0.80,0.02,0.71,12.55,1.81,15.02,409.32,,,13.39,3.41,10.40,16.29,0.11
Kazakhstan,KAZ,2006,Europe and Central Asia,Upper-middle-income economies,99.56,27.89,0.22,38.47,,36.85,36.85,22.75,22.75,159.84,24968.02,2.48,4.24,66.59,1.37,14.47,47.01,0.63,0.04,1.05,33.28,3.12,14.80,437.68,,,17.81,3.26,16.35,5.67,0.10
Kazakhstan,KAZ,2007,Europe and Central Asia,Upper-middle-income economies,99.70,32.12,0.18,49.09,,47.71,47.71,26.60,26.60,197.86,31882.69,3.18,6.04,62.70,1.77,15.70,46.53,0.93,0.04,1.04,40.84,5.93,20.78,581.24,,,,0.93,15.07,8.29,0.14
Kazakhstan,KAZ,2008,Europe and Central Asia,Upper-middle-income economies,99.02,33.65,0.32,49.68,,48.26,48.26,26.05,26.05,173.75,42943.88,3.20,5.48,58.01,0.12,0.90,49.56,0.86,0.04,0.70,27.83,4.81,9.28,472.12,,,,-0.26,12.39,10.26,0.09
Kazakhstan,KAZ,2009,Europe and Central Asia,Upper-middle-income economies,97.87,42.06,0.84,52.77,,50.60,50.60,32.09,32.09,144.42,40636.32,3.10,4.40,62.33,-51.41,-14.68,48.38,-4.55,0.06,0.56,35.82,2.98,9.77,428.75,,,,0.45,10.75,10.17,0.17
Kazakhstan,KAZ,2010,Europe and Central Asia,Upper-middle-income economies,99.85,38.21,0.52,45.08,,41.05,41.05,30.31,30.31,126.95,45656.13,3.30,4.40,58.77,20.83,240.64,67.05,1.96,0.09,0.50,40.28,2.17,3.83,367.57,,,,3.34,7.41,11.20,0.15
Kazakhstan,KAZ,2011,Europe and Central Asia,Upper-middle-income economies,99.85,34.39,0.06,39.96,,34.87,34.87,27.47,27.47,126.96,50668.97,3.43,5.76,52.62,-1.89,7.00,51.73,0.19,0.11,0.45,28.49,0.93,2.03,380.47,,,,-0.35,4.29,10.20,0.10
Kenya,KEN,1960,Sub-Saharan Africa,Low-income economies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1961,Sub-Saharan Africa,Low-income economies,,,,,,,,,,80.67,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1962,Sub-Saharan Africa,Low-income economies,,,,13.45,,11.62,11.62,14.42,14.42,80.53,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1963,Sub-Saharan Africa,Low-income economies,,,,14.74,,12.49,12.49,14.35,14.35,93.46,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1964,Sub-Saharan Africa,Low-income economies,,,,15.01,,12.91,12.91,13.20,13.20,102.09,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1965,Sub-Saharan Africa,Low-income economies,,,,16.24,,13.91,13.91,15.36,15.36,80.87,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1966,Sub-Saharan Africa,Low-income economies,94.13,,,14.10,,12.47,12.47,16.57,16.57,70.59,1395.51,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1967,Sub-Saharan Africa,Low-income economies,95.52,22.82,0.78,14.41,,13.40,13.40,17.88,17.88,79.02,1498.71,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1968,Sub-Saharan Africa,Low-income economies,94.30,22.83,0.76,14.22,,13.12,13.12,17.88,17.88,68.35,1589.58,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1969,Sub-Saharan Africa,Low-income economies,97.80,24.08,0.56,13.84,,12.23,12.23,18.42,18.42,64.67,1776.46,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1970,Sub-Saharan Africa,Low-income economies,96.69,27.29,0.48,16.34,,13.34,13.34,20.08,20.08,67.88,2148.46,,,,,,,,,,,,,,,,,,,,0.45
Kenya,KEN,1971,Sub-Saharan Africa,Low-income economies,94.31,28.23,0.89,18.63,,15.26,15.26,20.71,20.71,79.43,2235.23,,,,,,,,,,,,,,,,,,,,0.41
Kenya,KEN,1972,Sub-Saharan Africa,Low-income economies,94.14,29.34,1.28,20.86,,17.09,17.09,21.70,21.70,78.12,2462.92,,,,,,,,,,,,,,,,,,,,0.66
Kenya,KEN,1973,Sub-Saharan Africa,Low-income economies,94.44,32.75,1.36,22.53,,17.76,19.86,22.77,25.15,77.87,3337.88,,,,,,,,,,,,,,,,,,,,0.50
Kenya,KEN,1974,Sub-Saharan Africa,Low-income economies,89.63,34.05,2.03,23.30,5.19,18.87,23.08,22.76,27.54,88.29,2990.19,,,,,,,,,,,,,,,,,,,,0.62
Kenya,KEN,1975,Sub-Saharan Africa,Low-income economies,81.43,34.50,4.02,23.66,5.55,19.51,24.13,23.36,29.05,78.79,2957.10,,,,,,,,,,,,,,,,,,,,0.40
Kenya,KEN,1976,Sub-Saharan Africa,Low-income economies,88.31,34.33,4.00,22.61,5.60,17.90,22.78,23.46,29.35,74.14,3439.41,,,,,,,,,,,,,,,,,,,,0.28
Kenya,KEN,1977,Sub-Saharan Africa,Low-income economies,87.77,36.33,3.16,23.22,5.53,17.65,22.58,25.47,31.41,65.38,4941.73,,,,,,,,,,,,,,,,,,,,0.41
Kenya,KEN,1978,Sub-Saharan Africa,Low-income economies,86.95,43.61,4.05,27.96,6.60,21.86,27.79,30.90,38.34,75.94,5752.19,,,,,,,,,,,,,,,,,,,,0.50
Kenya,KEN,1979,Sub-Saharan Africa,Low-income economies,87.27,44.61,4.27,28.85,7.38,23.28,29.93,31.01,39.53,74.27,5954.60,,,,,,,,,,,,,,,,,,,,0.31
Kenya,KEN,1980,Sub-Saharan Africa,Low-income economies,83.69,44.96,4.99,29.29,8.99,24.30,32.25,30.26,40.46,87.00,5443.61,,,,,,,,,,,,,,,,,,,,0.38
Kenya,KEN,1981,Sub-Saharan Africa,Low-income economies,75.78,41.42,7.01,27.41,10.13,23.31,32.05,27.02,37.54,85.46,4264.96,,,,,,,,,,,,,,,,,,,,1.15
Kenya,KEN,1982,Sub-Saharan Africa,Low-income economies,66.69,44.23,11.64,28.46,12.03,23.65,33.90,28.27,40.03,81.89,3865.44,,,,,,,,,,,,,,,,,,,,1.06
Kenya,KEN,1983,Sub-Saharan Africa,Low-income economies,72.64,43.83,12.02,27.39,13.81,22.54,33.65,27.39,40.03,82.72,3765.02,,,,,,,,,,,,,,,,,,,,0.97
Kenya,KEN,1984,Sub-Saharan Africa,Low-income economies,75.28,45.65,9.79,27.80,16.04,22.36,34.96,27.43,42.39,80.31,3754.26,,,,,,,,,,,,,,,,,,,,0.92
Kenya,KEN,1985,Sub-Saharan Africa,Low-income economies,72.70,38.33,8.10,23.02,14.53,18.51,29.99,22.53,36.35,84.03,3861.24,,,,,,,,,,,,,,,,,,,,1.08
Kenya,KEN,1986,Sub-Saharan Africa,Low-income economies,72.53,37.32,8.40,22.27,13.71,17.61,28.12,21.97,35.05,76.93,4904.76,,,,,,,,,,,,,,,,,,,,0.72
Kenya,KEN,1987,Sub-Saharan Africa,Low-income economies,70.58,40.45,9.75,24.48,13.41,17.82,27.96,23.39,36.19,75.41,5158.32,,,,,,,,,,,,,,,,,,,,0.83
Kenya,KEN,1988,Sub-Saharan Africa,Low-income economies,70.99,39.22,9.83,23.82,13.28,17.30,27.70,22.33,34.15,79.62,4784.20,,,,,,,,,,,,,251.18,,,,,,,0.92
Kenya,KEN,1989,Sub-Saharan Africa,Low-income economies,76.60,38.80,8.36,23.45,13.90,17.79,29.02,22.49,34.59,78.60,4532.58,,,,,,,,,,5.50,,,251.47,,,,,,,1.08
Kenya,KEN,1990,Sub-Saharan Africa,Low-income economies,70.23,40.47,8.61,23.75,14.84,17.79,30.05,22.80,36.10,77.41,4739.13,,,,,,,,0.76,2.05,5.30,,2.20,230.31,,,,,,,1.62
Kenya,KEN,1991,Sub-Saharan Africa,Low-income economies,70.79,43.07,10.34,24.73,15.84,18.33,31.53,23.50,37.84,78.57,4642.35,,,,,,,,0.77,1.93,5.14,0.12,2.62,218.67,,,,,,,1.52
Kenya,KEN,1992,Sub-Saharan Africa,Low-income economies,83.40,46.55,8.43,27.56,15.90,20.22,33.00,26.08,40.30,76.46,4555.52,,,,,,,,0.73,1.91,6.35,0.14,2.30,227.66,,,,,,,1.40
Kenya,KEN,1993,Sub-Saharan Africa,Low-income economies,63.83,48.14,9.47,27.06,15.78,19.46,30.65,27.66,40.95,62.97,2953.55,,,,,,,,0.68,2.14,11.90,0.18,2.05,216.73,,,,,,,2.05
Kenya,KEN,1994,Sub-Saharan Africa,Low-income economies,69.54,49.81,13.67,27.71,15.90,18.66,28.42,29.46,42.79,63.67,5385.78,,,,,,,,0.48,2.36,30.61,0.56,2.83,210.25,,,,,,,1.92
Kenya,KEN,1995,Sub-Saharan Africa,Low-income economies,60.30,48.21,16.47,29.64,12.47,21.42,29.94,31.47,42.73,71.62,4799.43,,,,,,,,0.51,2.26,29.63,0.74,2.43,204.24,,,,,11.57,73.50,3.30
Kenya,KEN,1996,Sub-Saharan Africa,Low-income economies,77.05,37.97,11.77,25.39,7.04,19.56,25.25,27.57,34.02,70.36,5598.76,,,,,,,,0.44,1.72,14.88,0.53,3.74,198.68,,,,,7.28,61.08,2.39
Kenya,KEN,1997,Sub-Saharan Africa,Low-income economies,83.13,39.45,7.12,28.71,5.31,21.97,26.22,30.31,34.57,74.44,5490.95,,,,,,,,0.47,1.75,14.02,0.65,5.76,200.39,,,,0.08,6.52,54.82,2.68
Kenya,KEN,1998,Sub-Saharan Africa,Low-income economies,86.23,39.04,5.64,31.39,4.35,23.44,26.83,30.60,33.69,78.73,5668.17,,,58.40,,,63.57,,0.51,1.59,13.78,0.66,4.07,195.27,,,,-0.04,7.02,53.35,2.47
Kenya,KEN,1999,Sub-Saharan Africa,Low-income economies,88.66,38.71,4.88,33.95,3.91,25.17,28.21,30.17,33.16,88.31,4945.02,2.95,5.47,61.07,-0.37,6.72,51.43,8.46,0.55,1.56,12.60,0.56,4.56,187.02,,,,,8.73,62.26,3.35
Kenya,KEN,2000,Sub-Saharan Africa,Low-income economies,89.57,37.75,4.17,34.03,3.58,25.82,28.48,29.52,32.19,86.54,4676.38,4.53,6.43,64.42,0.80,14.20,63.47,8.50,0.59,1.36,10.35,0.47,3.61,182.20,,,,,7.82,57.89,4.23
Kenya,KEN,2001,Sub-Saharan Africa,Low-income economies,89.37,36.37,3.97,33.70,3.07,24.88,26.98,29.65,31.98,81.50,4655.97,9.62,9.94,65.20,2.13,19.87,63.83,9.86,0.69,1.34,8.90,0.33,3.44,177.42,,,,,6.51,81.53,4.24
Kenya,KEN,2002,Sub-Saharan Africa,Low-income economies,89.03,37.88,4.28,35.35,2.69,25.23,26.88,31.65,33.78,78.00,5149.06,7.30,8.16,62.86,0.43,3.05,63.65,8.57,0.70,1.56,9.33,0.29,2.97,172.72,,,,,7.29,81.38,3.29
